From Country,To Country,Year,Jury or Televoting,Points,Source
Cyprus,Luxembourg,1990,J,5,http://datagraver.com/
Israel,Sweden,1977,J,0,http://datagraver.com/
Germany,Yugoslavia,1992,J,2,http://datagraver.com/
Finland,Israel,2005,J,1,http://datagraver.com/
Belgium,Ireland,1976,J,0,http://datagraver.com/
Malta,Switzerland,1997,J,0,http://datagraver.com/
Luxembourg,Monaco,1979,J,0,http://datagraver.com/
Luxembourg,Monaco,1975,J,4,http://datagraver.com/
Italy,Yugoslavia,1988,J,6,http://datagraver.com/
Germany,Austria,2019,T,0,http://datagraver.com/
Germany,Malta,2019,T,0,http://datagraver.com/
Malta,Albania,2019,J,0,http://datagraver.com/
Italy,Turkey,1975,J,0,http://datagraver.com/
United Kingdom,France,1977,J,6,http://datagraver.com/
Sweden,Czech Republic,2019,T,0,http://datagraver.com/
France,Norway,1976,J,0,http://datagraver.com/
United Kingdom,Estonia,2000,J,4,http://datagraver.com/
Cyprus,United Kingdom,1986,J,2,http://datagraver.com/
Italy,Ireland,1992,J,2,http://datagraver.com/
Switzerland,Denmark,1978,J,0,http://datagraver.com/
Sweden,The Netherlands,1977,J,0,http://datagraver.com/
Greece,France,1998,J,0,http://datagraver.com/
Norway,Switzerland,1976,J,10,http://datagraver.com/
France,Yugoslavia,1976,J,4,http://datagraver.com/
Ireland,The Netherlands,1987,J,6,http://datagraver.com/
United Kingdom,Israel,1978,J,5,http://datagraver.com/
Yugoslavia,Sweden,1975,J,6,http://datagraver.com/
The Netherlands,The Netherlands,1976,J,0,http://datagraver.com/
Yugoslavia,The Netherlands,1989,J,0,http://datagraver.com/
Norway,Yugoslavia,1976,J,0,http://datagraver.com/
Slovenia,Moldova,2018,T,6,http://datagraver.com/
Italy,Portugal,1976,J,1,http://datagraver.com/
Portugal,Ireland,1976,J,0,http://datagraver.com/
The Netherlands,United Kingdom,1975,J,4,http://datagraver.com/
Yugoslavia,United Kingdom,1976,J,10,http://datagraver.com/
Ireland,United Kingdom,1975,J,3,http://datagraver.com/
Ireland,Switzerland,1991,J,2,http://datagraver.com/
Monaco,Belgium,1975,J,0,http://datagraver.com/
Spain,United Kingdom,1988,J,10,http://datagraver.com/
Monaco,Monaco,1979,J,0,http://datagraver.com/
United Kingdom,Denmark,1990,J,0,http://datagraver.com/
Austria,Switzerland,1986,J,4,http://datagraver.com/
San Marino,Belgium,2019,J,2,http://datagraver.com/
Poland,Greece,2019,J,0,http://datagraver.com/
Switzerland,Yugoslavia,1976,J,1,http://datagraver.com/
Monaco,The Netherlands,1975,J,10,http://datagraver.com/
Croatia,Germany,2019,J,0,http://datagraver.com/
Finland,France,1977,J,12,http://datagraver.com/
Israel,Croatia,1999,J,7,http://datagraver.com/
The Netherlands,Germany,1981,J,3,http://datagraver.com/
Monaco,Yugoslavia,1976,J,0,http://datagraver.com/
Czech Republic,Azerbaijan,2019,J,5,http://datagraver.com/
Italy,Turkey,1978,J,0,http://datagraver.com/
Israel,United Kingdom,1978,J,2,http://datagraver.com/
Israel,Finland,1976,J,6,http://datagraver.com/
Norway,Italy,1977,J,0,http://datagraver.com/
Iceland,Belgium,1992,J,0,http://datagraver.com/
France,Belgium,1976,J,5,http://datagraver.com/
Greece,United Kingdom,1976,J,12,http://datagraver.com/
Monaco,Italy,1977,J,6,http://datagraver.com/
Italy,France,1979,J,10,http://datagraver.com/
Finland,Spain,1981,J,0,http://datagraver.com/
Finland,Austria,1979,J,0,http://datagraver.com/
The Netherlands,Azerbaijan,2019,J,0,http://datagraver.com/
Luxembourg,Germany,1977,J,2,http://datagraver.com/
Ireland,France,1975,J,12,http://datagraver.com/
Norway,Ireland,1982,J,2,http://datagraver.com/
Russia,Finland,2000,J,0,http://datagraver.com/
Switzerland,Italy,1989,J,2,http://datagraver.com/
Georgia,Italy,2019,J,0,http://datagraver.com/
Israel,Spain,1988,J,2,http://datagraver.com/
Sweden,France,1980,J,4,http://datagraver.com/
Greece,Germany,1977,J,8,http://datagraver.com/
Germany,Belgium,1978,J,3,http://datagraver.com/
Cyprus,Turkey,1997,J,0,http://datagraver.com/
Monaco,Monaco,1975,J,0,http://datagraver.com/
Norway,Luxembourg,1977,J,0,http://datagraver.com/
France,United Kingdom,1979,J,0,http://datagraver.com/
United Kingdom,United Kingdom,1977,J,0,http://datagraver.com/
Norway,France,1976,J,8,http://datagraver.com/
Luxembourg,Austria,1976,J,5,http://datagraver.com/
Monaco,Austria,1976,J,5,http://datagraver.com/
Finland,Spain,1979,J,0,http://datagraver.com/
Yugoslavia,Sweden,1992,J,4,http://datagraver.com/
United Kingdom,United Kingdom,1976,J,0,http://datagraver.com/
Israel,Turkey,1987,J,0,http://datagraver.com/
Ireland,Yugoslavia,1975,J,4,http://datagraver.com/
Norway,Sweden,2019,T,10,http://datagraver.com/
Finland,Norway,2019,T,10,http://datagraver.com/
Switzerland,Ukraine,2018,T,0,http://datagraver.com/
Yugoslavia,Norway,1976,J,0,http://datagraver.com/
Germany,Iceland,2003,J,1,http://datagraver.com/
Portugal,Luxembourg,1977,J,0,http://datagraver.com/
Spain,Italy,1979,J,8,http://datagraver.com/
Cyprus,France,1983,J,4,http://datagraver.com/
Finland,Italy,1978,J,0,http://datagraver.com/
Ireland,Luxembourg,1978,J,2,http://datagraver.com/
Belgium,The Netherlands,1981,J,2,http://datagraver.com/
The Netherlands,Sweden,1975,J,0,http://datagraver.com/
Switzerland,Luxembourg,1975,J,0,http://datagraver.com/
France,Ireland,1976,J,3,http://datagraver.com/
Russia,France,2008,J,0,http://datagraver.com/
Spain,Norway,2019,J,0,http://datagraver.com/
Spain,Yugoslavia,1976,J,0,http://datagraver.com/
France,Monaco,1975,J,0,http://datagraver.com/
Finland,Malta,1998,J,5,http://datagraver.com/
France,Finland,1993,J,0,http://datagraver.com/
Italy,Ireland,1987,J,12,http://datagraver.com/
Spain,Greece,1991,J,5,http://datagraver.com/
Israel,United Kingdom,1981,J,12,http://datagraver.com/
Portugal,Italy,1980,J,12,http://datagraver.com/
Belgium,Italy,1988,J,0,http://datagraver.com/
United Kingdom,Austria,1976,J,4,http://datagraver.com/
Norway,The Netherlands,1982,J,0,http://datagraver.com/
Switzerland,United Kingdom,1976,J,12,http://datagraver.com/
The Netherlands,United Kingdom,1981,J,12,http://datagraver.com/
Germany,Sweden,1981,J,10,http://datagraver.com/
Ireland,The Netherlands,1982,J,0,http://datagraver.com/
Greece,Austria,1977,J,3,http://datagraver.com/
Sweden,Switzerland,1991,J,8,http://datagraver.com/
Yugoslavia,United Kingdom,1982,J,6,http://datagraver.com/
Albania,Norway,2019,J,0,http://datagraver.com/
Portugal,Norway,1978,J,0,http://datagraver.com/
The Netherlands,France,1976,J,12,http://datagraver.com/
San Marino,Germany,2019,J,0,http://datagraver.com/
Spain,Switzerland,1976,J,4,http://datagraver.com/
Luxembourg,The Netherlands,1977,J,0,http://datagraver.com/
Germany,Austria,1979,J,0,http://datagraver.com/
Greece,Italy,1978,J,2,http://datagraver.com/
Germany,Germany,1978,J,0,http://datagraver.com/
Yugoslavia,Spain,1976,J,0,http://datagraver.com/
Moldova,The Netherlands,2019,J,3,http://datagraver.com/
Finland,Italy,1977,J,2,http://datagraver.com/
Switzerland,Lithuania,2019,J,3,http://datagraver.com/
Portugal,Italy,1978,J,1,http://datagraver.com/
Spain,Yugoslavia,1981,J,0,http://datagraver.com/
Portugal,Turkey,1975,J,0,http://datagraver.com/
Belgium,Ireland,1995,J,0,http://datagraver.com/
Israel,France,1978,J,5,http://datagraver.com/
Italy,Malta,2016,T,0,http://datagraver.com/
Ireland,Finland,1975,J,5,http://datagraver.com/
Norway,Germany,1975,J,0,http://datagraver.com/
Switzerland,Norway,2018,J,0,http://datagraver.com/
Luxembourg,Ireland,1976,J,3,http://datagraver.com/
France,Sweden,1980,J,0,http://datagraver.com/
Switzerland,Switzerland,1978,J,0,http://datagraver.com/
Serbia,France,2019,T,0,http://datagraver.com/
Belgium,Belgium,1976,J,0,http://datagraver.com/
Switzerland,Denmark,1992,J,0,http://datagraver.com/
Ukraine,The Netherlands,2018,T,0,http://datagraver.com/
Switzerland,Germany,1994,J,0,http://datagraver.com/
Estonia,Denmark,1997,J,0,http://datagraver.com/
Italy,The Netherlands,2019,J,0,http://datagraver.com/
Portugal,Finland,1977,J,0,http://datagraver.com/
Israel,Serbia,2019,T,0,http://datagraver.com/
Portugal,Slovenia,2018,T,0,http://datagraver.com/
United Kingdom,Germany,1977,J,8,http://datagraver.com/
Israel,Luxembourg,1976,J,0,http://datagraver.com/
United Kingdom,Greece,1991,J,0,http://datagraver.com/
Sweden,Denmark,2001,J,10,http://datagraver.com/
France,Switzerland,1978,J,7,http://datagraver.com/
Monaco,Spain,1975,J,4,http://datagraver.com/
Switzerland,Portugal,1978,J,0,http://datagraver.com/
Iceland,Spain,2019,J,0,http://datagraver.com/
Austria,Greece,1977,J,4,http://datagraver.com/
Malta,Yugoslavia,1992,J,3,http://datagraver.com/
Switzerland,Luxembourg,1977,J,0,http://datagraver.com/
France,Luxembourg,1988,J,0,http://datagraver.com/
Spain,Germany,2019,J,0,http://datagraver.com/
Estonia,Cyprus,1994,J,0,http://datagraver.com/
Italy,Iceland,1993,J,0,http://datagraver.com/
Serbia,Lithuania,2008,J,0,http://datagraver.com/
Albania,Czech Republic,2019,J,0,http://datagraver.com/
Moldova,Denmark,2019,T,0,http://datagraver.com/
Serbia,Estonia,2019,J,6,http://datagraver.com/
Slovenia,France,2019,T,0,http://datagraver.com/
Yugoslavia,The Netherlands,1975,J,8,http://datagraver.com/
Finland,Sweden,2019,T,7,http://datagraver.com/
Turkey,France,1978,J,4,http://datagraver.com/
Israel,Spain,1978,J,6,http://datagraver.com/
Luxembourg,Israel,1977,J,0,http://datagraver.com/
Italy,Luxembourg,1978,J,12,http://datagraver.com/
France,Spain,1976,J,1,http://datagraver.com/
Luxembourg,Norway,1977,J,3,http://datagraver.com/
Germany,Sweden,1978,J,0,http://datagraver.com/
Ireland,Ireland,1977,J,0,http://datagraver.com/
Israel,Israel,1977,J,0,http://datagraver.com/
Turkey,Monaco,1975,J,0,http://datagraver.com/
Belgium,Austria,1977,J,0,http://datagraver.com/
Norway,Germany,1994,J,1,http://datagraver.com/
Belgium,Greece,1985,J,0,http://datagraver.com/
United Kingdom,Sweden,1978,J,4,http://datagraver.com/
Sweden,Germany,1981,J,12,http://datagraver.com/
Israel,Spain,1977,J,0,http://datagraver.com/
France,Belgium,1977,J,0,http://datagraver.com/
Germany,Greece,1981,J,2,http://datagraver.com/
Austria,Italy,1978,J,0,http://datagraver.com/
Germany,United Kingdom,2007,J,0,http://datagraver.com/
Monaco,Austria,1978,J,0,http://datagraver.com/
Ireland,The Netherlands,2003,J,5,http://datagraver.com/
Greece,Belgium,1979,J,0,http://datagraver.com/
Belgium,Finland,1978,J,0,http://datagraver.com/
Portugal,Estonia,2018,J,8,http://datagraver.com/
Austria,Portugal,1980,J,0,http://datagraver.com/
Yugoslavia,Germany,1976,J,3,http://datagraver.com/
Ireland,Sweden,1978,J,5,http://datagraver.com/
Yugoslavia,Monaco,1976,J,4,http://datagraver.com/
Norway,Switzerland,1977,J,10,http://datagraver.com/
Finland,Italy,1980,J,6,http://datagraver.com/
Switzerland,France,1992,J,12,http://datagraver.com/
Italy,The Netherlands,1988,J,5,http://datagraver.com/
Greece,Finland,1990,J,0,http://datagraver.com/
Belgium,Germany,1977,J,0,http://datagraver.com/
Switzerland,Bosnia & Herzegovina,2004,J,5,http://datagraver.com/
Bosnia & Herzegovina,Spain,1993,J,6,http://datagraver.com/
Switzerland,Germany,1981,J,0,http://datagraver.com/
Australia,Switzerland,2019,J,0,http://datagraver.com/
Israel,Germany,1993,J,0,http://datagraver.com/
Turkey,Switzerland,1975,J,7,http://datagraver.com/
Bosnia & Herzegovina,Estonia,1994,J,0,http://datagraver.com/
Belgium,Italy,1983,J,0,http://datagraver.com/
Spain,Iceland,2000,J,0,http://datagraver.com/
Switzerland,Italy,1987,J,7,http://datagraver.com/
France,Austria,1977,J,0,http://datagraver.com/
Greece,Finland,1985,J,10,http://datagraver.com/
France,Monaco,1977,J,5,http://datagraver.com/
Luxembourg,Greece,1976,J,0,http://datagraver.com/
United Kingdom,San Marino,2019,T,0,http://datagraver.com/
Spain,United Kingdom,1976,J,12,http://datagraver.com/
Hungary,Portugal,2019,J,0,http://datagraver.com/
Portugal,Monaco,1976,J,3,http://datagraver.com/
Finland,Ireland,1978,J,3,http://datagraver.com/
Italy,Italy,1977,J,0,http://datagraver.com/
Norway,United Kingdom,1977,J,7,http://datagraver.com/
San Marino,Portugal,2017,T,7,http://datagraver.com/
Morocco,Belgium,1980,J,0,http://datagraver.com/
Ireland,France,1987,J,10,http://datagraver.com/
Finland,Sweden,1980,J,0,http://datagraver.com/
Cyprus,United Kingdom,1997,J,7,http://datagraver.com/
United Kingdom,Sweden,1975,J,7,http://datagraver.com/
Portugal,Denmark,2019,J,0,http://datagraver.com/
Georgia,Australia,2019,T,0,http://datagraver.com/
Germany,Portugal,1991,J,0,http://datagraver.com/
Israel,Italy,1976,J,2,http://datagraver.com/
Austria,The Netherlands,1977,J,0,http://datagraver.com/
Slovenia,Belgium,2017,J,2,http://datagraver.com/
Finland,Turkey,1978,J,0,http://datagraver.com/
The Netherlands,Luxembourg,1975,J,12,http://datagraver.com/
Germany,Spain,1975,J,5,http://datagraver.com/
Monaco,Austria,1979,J,0,http://datagraver.com/
Ireland,Germany,1986,J,8,http://datagraver.com/
Armenia,Israel,2019,J,0,http://datagraver.com/
Switzerland,Greece,1988,J,0,http://datagraver.com/
Spain,Germany,1977,J,5,http://datagraver.com/
Belarus,Iceland,2019,J,0,http://datagraver.com/
Denmark,Ireland,1984,J,3,http://datagraver.com/
Austria,France,1977,J,7,http://datagraver.com/
Portugal,Spain,1976,J,0,http://datagraver.com/
Israel,Monaco,1978,J,8,http://datagraver.com/
Portugal,Austria,1985,J,0,http://datagraver.com/
San Marino,The Netherlands,2019,T,6,http://datagraver.com/
Denmark,Ireland,1978,J,0,http://datagraver.com/
Austria,Norway,1978,J,0,http://datagraver.com/
Greece,Sweden,2019,J,0,http://datagraver.com/
Portugal,Austria,1994,J,0,http://datagraver.com/
Spain,Ireland,1981,J,5,http://datagraver.com/
Austria,Portugal,1982,J,0,http://datagraver.com/
Austria,Sweden,1981,J,0,http://datagraver.com/
Spain,Monaco,1975,J,0,http://datagraver.com/
Switzerland,Portugal,1993,J,0,http://datagraver.com/
Portugal,Spain,1977,J,0,http://datagraver.com/
Luxembourg,Italy,1984,J,10,http://datagraver.com/
Yugoslavia,The Netherlands,1976,J,5,http://datagraver.com/
Portugal,Norway,1977,J,2,http://datagraver.com/
Belgium,Spain,1977,J,7,http://datagraver.com/
Switzerland,Switzerland,1976,J,0,http://datagraver.com/
Ireland,Spain,1989,J,0,http://datagraver.com/
Austria,Belgium,1977,J,0,http://datagraver.com/
Germany,Iceland,1988,J,0,http://datagraver.com/
Luxembourg,Denmark,1979,J,4,http://datagraver.com/
Sweden,The Netherlands,1975,J,12,http://datagraver.com/
Belgium,France,1977,J,4,http://datagraver.com/
Serbia,United Kingdom,2019,T,0,http://datagraver.com/
Belgium,Portugal,2019,J,0,http://datagraver.com/
Ireland,Turkey,1978,J,0,http://datagraver.com/
Finland,Switzerland,1978,J,1,http://datagraver.com/
Belgium,Israel,1976,J,5,http://datagraver.com/
Luxembourg,Monaco,1976,J,12,http://datagraver.com/
Belgium,Switzerland,1975,J,8,http://datagraver.com/
Denmark,Turkey,1982,J,0,http://datagraver.com/
Austria,Austria,1978,J,0,http://datagraver.com/
Monaco,Monaco,1977,J,0,http://datagraver.com/
Greece,Iceland,2019,J,0,http://datagraver.com/
Monaco,United Kingdom,1976,J,10,http://datagraver.com/
Spain,Germany,1976,J,2,http://datagraver.com/
Austria,Spain,1982,J,0,http://datagraver.com/
Sweden,Sweden,1975,J,0,http://datagraver.com/
Iceland,Belgium,2019,J,4,http://datagraver.com/
Luxembourg,Portugal,1978,J,0,http://datagraver.com/
Finland,Monaco,1977,J,5,http://datagraver.com/
Luxembourg,The Netherlands,1976,J,4,http://datagraver.com/
Sweden,Italy,1988,J,0,http://datagraver.com/
The Netherlands,Ireland,1982,J,0,http://datagraver.com/
Israel,Spain,1976,J,0,http://datagraver.com/
Switzerland,Italy,2019,J,5,http://datagraver.com/
Italy,Switzerland,1979,J,0,http://datagraver.com/
Belgium,United Kingdom,1978,J,4,http://datagraver.com/
Austria,Portugal,1987,J,0,http://datagraver.com/
Latvia,Norway,2019,J,0,http://datagraver.com/
United Kingdom,Sweden,1980,J,0,http://datagraver.com/
Germany,Norway,1994,J,2,http://datagraver.com/
Norway,Slovenia,2005,J,0,http://datagraver.com/
Sweden,Luxembourg,1975,J,4,http://datagraver.com/
Spain,Israel,1978,J,6,http://datagraver.com/
Ireland,Yugoslavia,1976,J,0,http://datagraver.com/
France,Switzerland,1998,J,0,http://datagraver.com/
Israel,Denmark,2008,J,0,http://datagraver.com/
Luxembourg,Ireland,1975,J,0,http://datagraver.com/
Belgium,Belgium,1977,J,0,http://datagraver.com/
France,France,1977,J,0,http://datagraver.com/
France,Norway,1999,J,0,http://datagraver.com/
Israel,Switzerland,2000,J,0,http://datagraver.com/
Luxembourg,Turkey,1975,J,0,http://datagraver.com/
Belgium,Norway,1993,J,6,http://datagraver.com/
Sweden,Luxembourg,1987,J,0,http://datagraver.com/
Iceland,Italy,1997,J,1,http://datagraver.com/
Italy,Portugal,1979,J,6,http://datagraver.com/
Sweden,Denmark,1980,J,0,http://datagraver.com/
Finland,Spain,1978,J,7,http://datagraver.com/
United Kingdom,Monaco,1976,J,5,http://datagraver.com/
Austria,Spain,1976,J,0,http://datagraver.com/
Spain,Israel,1983,J,6,http://datagraver.com/
Sweden,Monaco,1975,J,0,http://datagraver.com/
Portugal,Belgium,1978,J,4,http://datagraver.com/
Israel,The Netherlands,1977,J,1,http://datagraver.com/
Israel,The Netherlands,2005,J,5,http://datagraver.com/
Austria,Finland,1977,J,6,http://datagraver.com/
Germany,Norway,1977,J,0,http://datagraver.com/
France,Croatia,1994,J,0,http://datagraver.com/
Belgium,Austria,1980,J,1,http://datagraver.com/
Poland,Finland,2019,J,0,http://datagraver.com/
Switzerland,Luxembourg,1978,J,0,http://datagraver.com/
Monaco,Austria,1977,J,5,http://datagraver.com/
Portugal,Switzerland,2019,T,5,http://datagraver.com/
Latvia,Russia,2019,J,3,http://datagraver.com/
United Kingdom,Greece,1977,J,5,http://datagraver.com/
Portugal,Sweden,1977,J,0,http://datagraver.com/
Turkey,The Netherlands,1978,J,0,http://datagraver.com/
The Netherlands,Italy,1975,J,0,http://datagraver.com/
Switzerland,Lithuania,2018,T,0,http://datagraver.com/
Spain,Luxembourg,1976,J,0,http://datagraver.com/
France,The Netherlands,1978,J,0,http://datagraver.com/
Sweden,Belgium,1981,J,0,http://datagraver.com/
Italy,Monaco,1975,J,5,http://datagraver.com/
Greece,United Kingdom,1977,J,0,http://datagraver.com/
France,Germany,2005,J,0,http://datagraver.com/
Portugal,Israel,1977,J,0,http://datagraver.com/
Poland,Switzerland,2019,J,0,http://datagraver.com/
Cyprus,Spain,1982,J,10,http://datagraver.com/
United Kingdom,Norway,2019,J,0,http://datagraver.com/
Switzerland,Monaco,1977,J,6,http://datagraver.com/
Belgium,Norway,1975,J,0,http://datagraver.com/
Germany,Luxembourg,1976,J,0,http://datagraver.com/
Switzerland,Finland,1998,J,0,http://datagraver.com/
France,Spain,1991,J,6,http://datagraver.com/
Yugoslavia,Greece,1976,J,0,http://datagraver.com/
Ireland,Germany,1977,J,1,http://datagraver.com/
Azerbaijan,Czech Republic,2018,T,8,http://datagraver.com/
United Kingdom,Switzerland,1989,J,8,http://datagraver.com/
Belgium,Belgium,1979,J,0,http://datagraver.com/
Monaco,Switzerland,1979,J,2,http://datagraver.com/
Greece,Germany,1976,J,0,http://datagraver.com/
Bosnia & Herzegovina,United Kingdom,1995,J,4,http://datagraver.com/
Denmark,Luxembourg,1979,J,0,http://datagraver.com/
Sweden,Israel,1975,J,6,http://datagraver.com/
Austria,Spain,1983,J,0,http://datagraver.com/
Ireland,Portugal,1977,J,0,http://datagraver.com/
Italy,Germany,2019,J,0,http://datagraver.com/
Luxembourg,Ireland,1977,J,8,http://datagraver.com/
Italy,Belgium,1978,J,6,http://datagraver.com/
North Macedonia,Germany,2019,J,0,http://datagraver.com/
Germany,Spain,1998,J,0,http://datagraver.com/
Austria,Luxembourg,1981,J,10,http://datagraver.com/
Belgium,Belgium,1978,J,0,http://datagraver.com/
Monaco,Norway,1976,J,0,http://datagraver.com/
Luxembourg,Italy,1976,J,0,http://datagraver.com/
